added_route_id,trip_id
743,60438350
741,60438352
742,60438352
743,60438352
741,60438354
742,60438354
743,60438354
741,60438356
742,60438356
743,60438356
741,60438358
742,60438358
743,60438358
741,60438361
742,60438361
743,60438361
741,60438362
742,60438362
743,60438362
741,60438363
742,60438363
743,60438363
741,60438365
742,60438365
743,60438365
741,60438368
742,60438368
743,60438368
741,60438370
742,60438370
743,60438370
741,60438371
742,60438371
743,60438371
741,60438373
742,60438373
743,60438373
741,60438376
742,60438376
743,60438376
741,60438380
742,60438380
743,60438380
741,60438381
742,60438381
743,60438381
741,60438400
742,60438400
743,60438400
741,60438403
742,60438403
743,60438403
741,60438408
742,60438408
743,60438408
741,60438409
742,60438409
743,60438409
741,60438442
742,60438442
743,60438442
741,60438474
742,60438474
743,60438474
741,60439121
742,60439121
743,60439121
741,60439124
742,60439124
743,60439124
741,60439133
742,60439133
743,60439133
741,60439139
742,60439139
743,60439139
741,60439144
742,60439144
743,60439144
741,60439157
742,60439157
743,60439157
741,60439158
742,60439158
743,60439158
741,60439159
742,60439159
743,60439159
741,60439160
742,60439160
743,60439160
741,60439161
742,60439161
743,60439161
741,60439162
742,60439162
743,60439162
741,60439189
742,60439189
743,60439189
741,60439367
742,60439367
743,60439367
741,60439370
742,60439370
743,60439370
741,60439372
742,60439372
743,60439372
741,60439382
742,60439382
743,60439382
741,60439383
742,60439383
743,60439383
741,60439384
742,60439384
743,60439384
741,60439386
742,60439386
743,60439386
741,60439387
742,60439387
743,60439387
741,60439389
742,60439389
743,60439389
741,60439400
742,60439400
743,60439400
741,60112253
742,60112253
743,60112253
741,60112254
742,60112254
743,60112254
741,60112734
742,60112734
743,60112734
741,60112735
742,60112735
743,60112735
741,60112737
742,60112737
743,60112737
741,60112739
742,60112739
743,60112739
741,60112741
742,60112741
743,60112741
741,60112744
742,60112744
743,60112744
741,60112746
742,60112746
743,60112746
741,60112747
742,60112747
743,60112747
741,60112749
742,60112749
743,60112749
741,60112751
742,60112751
743,60112751
741,60112754
742,60112754
743,60112754
741,60112756
742,60112756
743,60112756
741,60112758
742,60112758
743,60112758
741,60112760
742,60112760
743,60112760
741,60112762
742,60112762
743,60112762
741,60112764
742,60112764
743,60112764
741,60112766
742,60112766
743,60112766
741,60112768
742,60112768
743,60112768
741,60112770
742,60112770
743,60112770
741,60112772
742,60112772
743,60112772
741,60112774
742,60112774
743,60112774
741,60112776
742,60112776
743,60112776
741,60112868
742,60112868
743,60112868
741,60112869
742,60112869
743,60112869
741,60113118
742,60113118
743,60113118
741,60113119
742,60113119
743,60113119
741,60113120
742,60113120
743,60113120
741,60113599
742,60113599
743,60113599
741,60113600
742,60113600
743,60113600
741,60113601
742,60113601
743,60113601
741,60113602
742,60113602
743,60113602
741,60113603
742,60113603
743,60113603
741,60113616
742,60113616
743,60113616
741,60113624
742,60113624
743,60113624
741,60113625
742,60113625
743,60113625
741,60113626
742,60113626
743,60113626
741,60113627
742,60113627
743,60113627
741,60113628
742,60113628
743,60113628
741,60113629
742,60113629
743,60113629
741,60113630
742,60113630
743,60113630
741,60113631
742,60113631
743,60113631
741,60113632
742,60113632
743,60113632
741,60113633
742,60113633
743,60113633
741,60119420
742,60119420
743,60119420
741,60119422
742,60119422
743,60119422
741,60121126
742,60121126
743,60121126
741,60121131
742,60121131
743,60121131
741,60121134
742,60121134
743,60121134
741,60121138
742,60121138
743,60121138
741,60121142
742,60121142
743,60121142
741,60121144
742,60121144
743,60121144
741,60121146
742,60121146
743,60121146
741,60121159
742,60121159
743,60121159
741,59812669
742,59812669
743,59812669
741,59812670
742,59812670
743,59812670
741,59812671
742,59812671
743,59812671
741,59812672
742,59812672
743,59812672
741,59812673
742,59812673
743,59812673
741,59812674
742,59812674
743,59812674
741,59812676
742,59812676
743,59812676
741,59812677
742,59812677
743,59812677
741,59812678
742,59812678
743,59812678
741,59812679
742,59812679
743,59812679
741,59812680
742,59812680
743,59812680
741,59812681
742,59812681
743,59812681
741,59812682
742,59812682
743,59812682
741,59812683
742,59812683
743,59812683
741,59812698
742,59812698
743,59812698
741,59812701
742,59812701
743,59812701
741,59812706
742,59812706
743,59812706
741,59812711
742,59812711
743,59812711
741,59812719
742,59812719
743,59812719
741,59812723
742,59812723
743,59812723
741,59812724
742,59812724
743,59812724
741,59812730
742,59812730
743,59812730
741,59812739
742,59812739
743,59812739
741,59812744
742,59812744
743,59812744
741,59812749
742,59812749
743,59812749
741,59812753
742,59812753
743,59812753
741,59813418
742,59813418
743,59813418
741,59813419
742,59813419
743,59813419
741,59813729
742,59813729
743,59813729
741,59813730
742,59813730
743,59813730
741,59813731
742,59813731
743,59813731
741,59813732
742,59813732
743,59813732
741,59813934
742,59813934
743,59813934
741,59813936
742,59813936
743,59813936
741,59813937
742,59813937
743,59813937
741,59813938
742,59813938
743,59813938
741,59813939
742,59813939
743,59813939
741,59813940
742,59813940
743,59813940
741,60119355
742,60119355
743,60119355
741,60119358
742,60119358
743,60119358
741,60119361
742,60119361
743,60119361
741,60119368
742,60119368
743,60119368
741,60119371
742,60119371
743,60119371
741,60119377
742,60119377
743,60119377
741,60119381
742,60119381
743,60119381
741,60119384
742,60119384
743,60119384
741,60119385
742,60119385
743,60119385
741,60119398
742,60119398
743,60119398
741,59818499
742,59818499
743,59818499
741,59818501
742,59818501
743,59818501
741,59818503
742,59818503
743,59818503
741,59818505
742,59818505
743,59818505
741,59818507
742,59818507
743,59818507
741,59818509
742,59818509
743,59818509
741,59818511
742,59818511
743,59818511
741,59818513
742,59818513
743,59818513
741,59818515
742,59818515
743,59818515
741,59818517
742,59818517
743,59818517
741,59818519
742,59818519
743,59818519
741,59818521
742,59818521
743,59818521
741,59818523
742,59818523
743,59818523
741,59818525
742,59818525
743,59818525
741,59818527
742,59818527
743,59818527
741,59818529
742,59818529
743,59818529
741,59818531
742,59818531
743,59818531
741,59818533
742,59818533
743,59818533
741,59818535
742,59818535
743,59818535
741,59818537
742,59818537
743,59818537
741,59818539
742,59818539
743,59818539
741,59818541
742,59818541
743,59818541
741,59818543
742,59818543
743,59818543
741,59818545
742,59818545
743,59818545
741,59818547
742,59818547
743,59818547
741,59818549
742,59818549
743,59818549
741,59818552
742,59818552
743,59818552
741,59818553
742,59818553
743,59818553
741,59818555
742,59818555
743,59818555
741,59818557
742,59818557
743,59818557
741,59818559
742,59818559
743,59818559
741,59818562
742,59818562
743,59818562
741,59818775
742,59818775
743,59818775
741,59818776
742,59818776
743,59818776
741,59819158
742,59819158
743,59819158
741,59819171
742,59819171
743,59819171
741,59819172
742,59819172
743,59819172
741,59819338
742,59819338
743,59819338
741,59819340
742,59819340
743,59819340
741,59819341
742,59819341
743,59819341
741,59819343
742,59819343
743,59819343
741,59819345
742,59819345
743,59819345
741,60113848
742,60113848
743,60113848
741,60113871
742,60113871
743,60113871
741,60113873
742,60113873
743,60113873
741,60113875
742,60113875
743,60113875
741,60113877
742,60113877
743,60113877
741,60113880
742,60113880
743,60113880
741,60113882
742,60113882
743,60113882
741,60113884
742,60113884
743,60113884
741,60113886
742,60113886
743,60113886
741,60113887
742,60113887
743,60113887
741,60113888
742,60113888
743,60113888
741,60113890
742,60113890
743,60113890
741,60399972
742,60399972
743,60399972
741,60399974
742,60399974
743,60399974
741,60399976
742,60399976
743,60399976
741,60399978
742,60399978
743,60399978
741,60399980
742,60399980
743,60399980
741,60399982
742,60399982
743,60399982
741,60399984
742,60399984
743,60399984
741,60399986
742,60399986
743,60399986
741,60399988
742,60399988
743,60399988
741,60399990
742,60399990
743,60399990
741,60399992
742,60399992
743,60399992
741,60399994
742,60399994
743,60399994
741,60399996
742,60399996
743,60399996
741,60399998
742,60399998
743,60399998
741,60400000
742,60400000
743,60400000
741,60400002
742,60400002
743,60400002
741,60400004
742,60400004
743,60400004
741,60400006
742,60400006
743,60400006
741,60400008
742,60400008
743,60400008
741,60400010
742,60400010
743,60400010
741,60400012
742,60400012
743,60400012
741,60400014
742,60400014
743,60400014
741,60400016
742,60400016
743,60400016
741,60400018
742,60400018
743,60400018
741,60400020
742,60400020
743,60400020
741,60400022
742,60400022
743,60400022
741,60400025
742,60400025
743,60400025
741,60400026
742,60400026
743,60400026
741,60400028
742,60400028
743,60400028
741,60400030
742,60400030
743,60400030
741,60400032
742,60400032
743,60400032
741,60400035
742,60400035
743,60400035
741,60400248
742,60400248
743,60400248
741,60400249
742,60400249
743,60400249
741,60400589
742,60400589
743,60400589
741,60400590
742,60400590
743,60400590
741,60400753
742,60400753
743,60400753
741,60400755
742,60400755
743,60400755
741,60400756
742,60400756
743,60400756
741,60400757
742,60400757
743,60400757
741,60400758
742,60400758
743,60400758
741,60400973
742,60400973
743,60400973
741,60400976
742,60400976
743,60400976
741,60400979
742,60400979
743,60400979
741,60400986
742,60400986
743,60400986
741,60400990
742,60400990
743,60400990
741,60400992
742,60400992
743,60400992
741,60400994
742,60400994
743,60400994
741,60400996
742,60400996
743,60400996
741,60400998
742,60400998
743,60400998
741,60401000
742,60401000
743,60401000
741,60401008
742,60401008
743,60401008
741,60401009
742,60401009
743,60401009
741,60401021
742,60401021
743,60401021
741,60110396
742,60110396
743,60110396
741,60110397
742,60110397
743,60110397
741,60110877
742,60110877
743,60110877
741,60110878
742,60110878
743,60110878
741,60110880
742,60110880
743,60110880
741,60110882
742,60110882
743,60110882
741,60110884
742,60110884
743,60110884
741,60110887
742,60110887
743,60110887
741,60110889
742,60110889
743,60110889
741,60110890
742,60110890
743,60110890
741,60110892
742,60110892
743,60110892
741,60110894
742,60110894
743,60110894
741,60110897
742,60110897
743,60110897
741,60110899
742,60110899
743,60110899
741,60110901
742,60110901
743,60110901
741,60110903
742,60110903
743,60110903
741,60110905
742,60110905
743,60110905
741,60110907
742,60110907
743,60110907
741,60110909
742,60110909
743,60110909
741,60110911
742,60110911
743,60110911
741,60110913
742,60110913
743,60110913
741,60110915
742,60110915
743,60110915
741,60110917
742,60110917
743,60110917
741,60110919
742,60110919
743,60110919
741,60111011
742,60111011
743,60111011
741,60111012
742,60111012
743,60111012
741,60111261
742,60111261
743,60111261
741,60111262
742,60111262
743,60111262
741,60111263
742,60111263
743,60111263
741,60111734
742,60111734
743,60111734
741,60111735
742,60111735
743,60111735
741,60111736
742,60111736
743,60111736
741,60111737
742,60111737
743,60111737
741,60111738
742,60111738
743,60111738
741,60111751
742,60111751
743,60111751
741,60111759
742,60111759
743,60111759
741,60111760
742,60111760
743,60111760
741,60111761
742,60111761
743,60111761
741,60111762
742,60111762
743,60111762
741,60111763
742,60111763
743,60111763
741,60111764
742,60111764
743,60111764
741,60111765
742,60111765
743,60111765
741,60111766
742,60111766
743,60111766
741,60111767
742,60111767
743,60111767
741,60111768
742,60111768
743,60111768
741,60121180
742,60121180
743,60121180
741,60121189
742,60121189
743,60121189
741,60121190
742,60121190
743,60121190
741,60121192
742,60121192
743,60121192
741,60121195
742,60121195
743,60121195
741,60121200
742,60121200
743,60121200
741,60121203
742,60121203
743,60121203
741,60121204
742,60121204
743,60121204
741,60121214
742,60121214
743,60121214
741,60397065
742,60397065
743,60397065
741,60397069
742,60397069
743,60397069
741,60397070
742,60397070
743,60397070
741,60397072
742,60397072
743,60397072
741,60397074
742,60397074
743,60397074
741,60397076
742,60397076
743,60397076
741,60397078
742,60397078
743,60397078
741,60397080
742,60397080
